Column1,Name,Country,Sales($),Profit($),Assets($),Market Value($)
1199,Autodesk,United States,5400000000,906000000,9900000000,47700000000
1200,Towngas,Hong Kong,7300000000,775300000,20700000000,15300000000
1201,WESCO International,United States,22200000000,684300000,15500000000,9400000000
1202,Westlake Chemical,United States,12200000000,257000000,21000000000,20300000000
1203,Shenzhen Transsion Holding,China,9800000000,925800000,6600000000,15300000000
1204,Williams-Sonoma,United States,7800000000,949800000,5300000000,19900000000
1205,J.B. Hunt Transport Services,United States,12500000000,658000000,8400000000,17000000000
1206,Smurfit Kappa Group,Ireland,12200000000,821100000,14600000000,12400000000
1207,Jyske Bank,Denmark,4500000000,831300000,1.115E+11,5100000000
1208,Cellnex Telecom,Spain,4300000000,-267000000,47400000000,27100000000
1209,Seazen Group,China,16800000000,-41400000,53600000000,1600000000
1210,Forvia,France,29500000000,247000000,33700000000,3400000000
1211,InterGlobe Aviation,India,7900000000,871300000,8800000000,20200000000
1212,AutoNation,United States,27000000000,922500000,12000000000,6900000000
1213,IDEXX Laboratories,United States,3700000000,866600000,3400000000,44900000000
1214,Sodexo,France,24500000000,303200000,16900000000,13700000000
1215,Dassault Aviation,France,5200000000,749600000,25900000000,17600000000
1216,Grupo De Inversiones Suramericana,Colombia,9700000000,1400000000,21900000000,6100000000
1217,Oriental Land,Japan,4300000000,831400000,9000000000,48200000000
1218,Adani Ports & Special Economic Zone,India,3200000000,979600000,14300000000,34600000000
1219,Piraeus Financial Holdings,Greece,3700000000,910700000,83400000000,5200000000
1220,Performance Food Group,United States,58000000000,419500000,13100000000,11500000000
1221,Webster Financial,United States,4100000000,855000000,76200000000,8000000000
1222,iA Financial Corporation,Canada,8900000000,556100000,70200000000,6600000000
1223,Gerdau (Cosigua),Brazil,13400000000,1300000000,15400000000,8000000000
1224,Brenntag,Germany,17700000000,694300000,11500000000,10900000000
1225,Hunan Valin Steel,China,22500000000,666800000,19300000000,5000000000
1226,Kobe Steel,Japan,17600000000,757600000,19300000000,4900000000
1227,Quest Diagnostics,United States,9300000000,842000000,14000000000,16000000000
1228,Bunzl,United Kingdom,14700000000,654100000,11400000000,13000000000
1229,GoDaddy,United States,4300000000,1700000000,8000000000,19100000000
1230,Compagnie de l'Odet,France,14800000000,133000000,57100000000,7000000000
1231,Pan Pacific International Holdings,Japan,14200000000,600000000,9600000000,14700000000
1232,AntarChile,Chile,29600000000,235800000,29700000000,3900000000
1233,Astellas Pharma,Japan,11100000000,89200000,23600000000,17200000000
1234,Huadian Power International,China,16300000000,511400000,31900000000,6000000000
1235,Swatch Group,Switzerland,8800000000,967000000,16900000000,11400000000
1236,Randstad N.V.,Netherlands,26900000000,605000000,11700000000,9800000000
1237,Origin Energy,Australia,10400000000,1100000000,13000000000,11400000000
1238,Jiangsu Eastern Shenghong,China,19700000000,26500000,27900000000,9000000000
1239,ResMed,United States,4600000000,958400000,6800000000,32100000000
1240,BCI-Banco Credito,Chile,5200000000,822600000,88000000000,6700000000
1241,Jiangsu Yanghe Brewery,China,4000000000,1400000000,10000000000,20400000000
1242,Bank Of Guiyang,China,4300000000,767400000,1.002E+11,2900000000
1243,Norsk Hydro,Norway,18100000000,306300000,19600000000,12600000000
1244,Zhongyuan Bank,China,7900000000,450800000,1.898E+11,1700000000
1245,Vipshop Holdings,China,15900000000,1100000000,10200000000,8000000000
1246,SinoPac Financial,Taiwan,3500000000,634100000,90300000000,8900000000
1247,Industries Qatar,Qatar,3100000000,1400000000,10800000000,20000000000
1248,Grupo Galicia,Argentina,19500000000,1000000000,12700000000,6500000000
1249,Csc Financial,China,4500000000,862800000,73700000000,6900000000
1250,Datang International Power,China,17100000000,-21900000,42900000000,3800000000
1251,Pegatron,Taiwan,37800000000,507900000,16200000000,8600000000
1252,Evolution Gaming Group AB,Sweden,2000000000,1200000000,5400000000,23300000000
1253,Keppel,Singapore,5200000000,3000000000,20300000000,8900000000
1254,Olam Group,Singapore,35900000000,207500000,25600000000,3300000000
1255,S-Oil,South Korea,27200000000,643800000,16600000000,5900000000
1256,A2A,Italy,13800000000,845700000,19400000000,6900000000
1257,China International Capital,China,5000000000,779200000,88000000000,7000000000
1258,IDBI Bank,India,3700000000,699100000,43700000000,10900000000
1259,Dongguan Rural Commercial Bank,China,3700000000,735400000,1E+11,6000000000
1260,NiSource,United States,5200000000,745600000,29300000000,13100000000
1261,Helvetia Holding,Switzerland,11700000000,315100000,71900000000,7500000000
1262,Yuexiu Property ,Hong Kong,11300000000,453600000,56600000000,3300000000
1263,Bajaj Auto,India,5400000000,931000000,4700000000,29400000000
1264,Grupo Aval,Colombia,11300000000,103900000,79400000000,2900000000
1265,BAIC Motor,China,28000000000,436600000,23800000000,2400000000
1266,Alstom,France,19100000000,-335000000,35900000000,7600000000
1267,Bâloise Group,Switzerland,10600000000,266600000,92000000000,7500000000
1268,Masco,United States,7900000000,918000000,5300000000,15500000000
1269,Gartner,United States,6000000000,797200000,7700000000,35000000000
1270,Keysight Technologies,United States,5300000000,969000000,9100000000,27500000000
1271,Evergy,United States,5500000000,711400000,31300000000,12700000000
1272,Adyen,Netherlands,2000000000,755000000,10600000000,41900000000
1273,Bank of Chongqing,China,4300000000,697000000,1.08E+11,2400000000
1274,Ajinomoto,Japan,10000000000,602500000,11700000000,19800000000
1275,Alpha Bank,Greece,4700000000,770800000,80300000000,4400000000
1276,Solventum,United States,8200000000,1300000000,14700000000,10800000000
1277,Brown & Brown,United States,4400000000,914600000,14800000000,25600000000
1278,Sojitz,Japan,16700000000,696800000,19100000000,6000000000
1279,Halyk Bank,Kazakhstan,5200000000,1500000000,35500000000,5000000000
1280,Fanuc,Japan,5500000000,920900000,12700000000,28000000000
1281,Shriram Transport Finance Co.,India,4400000000,889700000,29800000000,10700000000
1282,Hyundai Marine & Fire,South Korea,11100000000,624000000,31900000000,1900000000
1283,Asahi Kasei,Japan,19300000000,302900000,24200000000,9300000000
1284,Jefferies Financial ,United States,8400000000,304700000,60900000000,10000000000
1285,Labcorp,United States,12300000000,433100000,16500000000,17800000000
1286,Old Mutual,South Africa,11900000000,382600000,62800000000,2700000000
1287,Xiamen International Trade Group,China,61500000000,165500000,20500000000,2400000000
1288,EQT,United States,4500000000,620200000,25400000000,18200000000
1289,AGCO,United States,14000000000,1100000000,13500000000,8200000000
1290,NetApp,United States,6200000000,940000000,9400000000,22800000000
1291,Voestalpine,Austria,18400000000,676600000,18300000000,4900000000
1292,Verisk Analytics,United States,2700000000,777900000,4500000000,35900000000
1293,Corpay,United States,3800000000,997000000,15800000000,19600000000
1294,Marfrig Global Foods,Brazil,27200000000,-166500000,26200000000,2100000000
1295,Eastman,United States,9100000000,925000000,14700000000,11800000000
1296,Western Alliance Bancorp.,United States,4600000000,757600000,77000000000,7200000000
1297,Bank Albilad,Saudi Arabia,2600000000,653800000,38300000000,11700000000
1298,Leidos,United States,15700000000,321000000,12800000000,20100000000
1299,PGE Polska Grupa Energetyczna,Poland,22800000000,-1200000000,28800000000,4300000000
1300,China Eastern Airlines,China,16000000000,-1200000000,40100000000,5500000000
1301,Tourmaline Oil,Canada,3900000000,1300000000,14800000000,17400000000
1302,Kerry Group,Ireland,8700000000,787400000,12900000000,14900000000
1303,Kingspan Group PLC,Ireland,8700000000,692200000,8800000000,17700000000
1304,Zhongsheng Group Holdings,China,25300000000,711900000,14600000000,4900000000
1305,Dongfeng Motor Group,China,14000000000,-543200000,46600000000,3100000000
1306,DexCom,United States,3800000000,639300000,6500000000,52200000000
1307,Mettler-Toledo International,United States,3800000000,777900000,3300000000,32500000000
1308,HBIS,China,16700000000,137800000,36100000000,3200000000
1309,AGNC Investment,United States,2900000000,749000000,71900000000,7300000000
1310,ZTO Express (Cayman),China,5500000000,1200000000,12400000000,19300000000
1311,Shanghai Electric Group,China,15800000000,-5900000,38600000000,3400000000
1312,DoorDash,United States,9100000000,-420000000,11400000000,48000000000
1313,Tianshan Material,China,13800000000,177500000,41600000000,7900000000
1314,Campbell Soup,United States,9300000000,766000000,12100000000,13800000000
1315,Marvell Technology,United States,5500000000,-933400000,21200000000,62200000000
1316,Bank of Greece,Greece,7500000000,107000000,2.502E+11,309000000
1317,Expeditors International,United States,8900000000,696000000,4500000000,16700000000
1318,Hyundai Glovis,South Korea,19700000000,821400000,11500000000,5300000000
1319,Storebrand,Norway,9700000000,301100000,89000000000,4600000000
1320,Brown-Forman,United States,4200000000,965000000,8200000000,22900000000
1321,Foshan Haitian Flavouring and Food,China,3500000000,813000000,5100000000,29200000000
1322,Carvana,United States,11200000000,638000000,7000000000,13700000000
1323,Wistron,Taiwan,28500000000,471600000,14400000000,10000000000
1324,Alexandria Real Estate Equities,United States,3000000000,184100000,37700000000,21700000000
1325,Beijing Enterprises,Hong Kong,10500000000,702300000,26200000000,4500000000
1326,Coca-Cola HBC,Switzerland,11000000000,689200000,11000000000,12900000000
1327,Rheinmetall,Germany,8000000000,574600000,12500000000,24200000000
1328,Gemdale,China,12500000000,14600000,50900000000,2900000000
1329,First Solar,United States,3600000000,1000000000,10800000000,21100000000
1330,Evonik Industries,Germany,16300000000,-386000000,22100000000,10200000000
1331,Terumo,Japan,6400000000,735600000,12100000000,26000000000
1332,Robinhood Markets,United States,2100000000,127000000,46100000000,17700000000
1333,BJ's Wholesale Club,United States,20000000000,523700000,6700000000,10600000000
1334,Borouge,United Arab Emirates,5700000000,1100000000,9200000000,20000000000
1335,Bank of Suzhou,China,3300000000,663800000,89700000000,4000000000
1336,Solvay,Belgium,9900000000,2100000000,7500000000,3900000000
1337,Comerica,United States,5200000000,691000000,79400000000,7300000000
1338,Wuxi Apptec,China,5500000000,1500000000,10400000000,15100000000
1339,Far East Horizon,Hong Kong,5500000000,874400000,49600000000,3500000000
1340,Xiamen Xiangyu,China,60500000000,200100000,18500000000,2200000000
1341,Ares Management,United States,3900000000,435400000,24400000000,28300000000
1342,TUI,Germany,23500000000,550800000,17500000000,3600000000
1343,Epiroc,Sweden,5700000000,862600000,7300000000,24600000000
1344,Metropolitan Bank & Trust,Philippines,3400000000,782400000,56700000000,5500000000
1345,Shopify,Canada,7400000000,-200000000,11100000000,75300000000
1346,Next,United Kingdom,6800000000,1000000000,6000000000,14500000000
1347,Church & Dwight,United States,5900000000,780100000,8600000000,26000000000
1348,E-mart ,South Korea,22400000000,-66100000,25200000000,1300000000
1349,Akzo Nobel,Netherlands,11500000000,573600000,15500000000,12000000000
1350,Rede D'Oro Luiz,Brazil,9700000000,518300000,18200000000,13700000000
1351,Obayashi,Japan,16100000000,519100000,19900000000,8300000000
1352,STRABAG,Austria,19100000000,681700000,15600000000,4500000000
1353,Grupo Elektra,Mexico,10800000000,418700000,26900000000,10500000000
1354,Valeo,France,23800000000,238900000,24000000000,3400000000
1355,Galaxy Entertainment,Hong Kong,2900000000,872100000,11200000000,22400000000
1356,Qantas Airways,Australia,13700000000,1100000000,13200000000,6400000000
1357,Bawag Group,Austria,3300000000,738000000,61300000000,5100000000
1358,ACWA Power,Saudi Arabia,1700000000,449500000,15300000000,89700000000
1359,Aristocrat Leisure,Australia,4300000000,994400000,6800000000,19600000000
1360,Packaging Corp of America,United States,7800000000,716300000,8900000000,16400000000
1361,Zions Bancorp,United States,4800000000,624000000,87100000000,6600000000
1362,FinecoBank,Italy,1900000000,658500000,36800000000,10400000000
1363,China Mengniu Dairy,Hong Kong,13900000000,683200000,16200000000,8500000000
1364,Broadridge Financial,United States,6400000000,699000000,8200000000,24000000000
1365,Aramark,United States,18300000000,625900000,12600000000,8800000000
1366,Lindt & Sprungli,Switzerland,5800000000,747100000,9500000000,27300000000
1367,Veralto,United States,5000000000,798000000,5700000000,24300000000
1368,Qilu Bank,China,3200000000,613000000,86500000000,3500000000
1369,Jiangsu Hengrui Medicine,China,3200000000,618100000,6400000000,39300000000
1370,Hyundai Steel,South Korea,19300000000,200200000,26100000000,3100000000
1371,Teledyne Technologies,United States,5600000000,885500000,14600000000,19300000000
1372,Tokyo Century,Japan,9300000000,498900000,42700000000,4800000000
1373,BBMG,China,13500000000,-129200000,37800000000,1000000000
1374,China Jinmao,Hong Kong,10200000000,-948900000,57400000000,1600000000
1375,Coloplast,Denmark,3700000000,722200000,7000000000,27900000000
1376,Shin Kong Financial,Taiwan,7100000000,-237700000,1.614E+11,4300000000
1377,Roivant Sciences,United Kingdom,123000000,4500000000,7300000000,9100000000
1378,Carlsberg,Denmark,10700000000,-5900000000,16600000000,18900000000
1379,McCormick,United States,6700000000,707500000,12900000000,19900000000
1380,China Steel,Taiwan,11600000000,97000000,21600000000,11900000000
1381,Shimao Property Holdings,Hong Kong,8500000000,-3000000000,76600000000,641000000
1382,Banque Cantonale Vaudoise,Switzerland,1800000000,522100000,69900000000,8900000000
1383,Ag Anadolu Grubu Holding Anonim Sirketi,Turkey,15800000000,824400000,13300000000,2800000000
1384,Asian Paints,India,4300000000,659500000,3600000000,32300000000
1385,Wens Foodstuff Group,China,12800000000,-680000000,13100000000,19500000000
1386,Credito Emiliano,Italy,3500000000,637800000,71000000000,3700000000
1387,China Merchants Expressway Network & Technology Holdings,China,1500000000,935800000,21800000000,10700000000
1388,Annaly Capital Management,United States,6000000000,-336000000,91500000000,10200000000
1389,Latam Airlines,Chile,12200000000,724500000,14900000000,9000000000
1390,Dollarama,Canada,4300000000,748700000,4400000000,25400000000
1391,Hong Leong Financial,Malaysia,2500000000,638400000,69700000000,4200000000
1392,Chongqing Zhifei Biological Products,China,7400000000,1000000000,7400000000,11500000000
1393,China Nuclear Engineering Corporation,China,15200000000,294500000,30300000000,3300000000
1394,Murphy USA,United States,21300000000,516500000,4300000000,9200000000
1395,Bank of Tianjin,China,5200000000,524200000,1.185E+11,1400000000
1396,HPB,Croatia,2500000000,706800000,55000000000,493000000
1397,Trina Solar,China,15300000000,596700000,18400000000,6000000000
1398,Hotai Motor,Taiwan,8900000000,753400000,15500000000,10800000000
1399,Korea Shipbuilding & Offshore Engineering,South Korea,17300000000,417100000,24100000000,7000000000
1400,Aeroports de Paris,France,5900000000,682200000,21700000000,13600000000
1401,China Resources Gas Group,Hong Kong,12900000000,667200000,17700000000,8000000000
1402,Motor Oil,Greece,14400000000,871100000,8400000000,3300000000
1403,Lumen Technologies,United States,14100000000,-10800000000,33200000000,1300000000
1404,CF Industries Holdings,United States,6100000000,1200000000,13900000000,13900000000
1405,RHB Bank,Malaysia,3000000000,615200000,71500000000,5100000000
1406,CJ Cheiljedang,South Korea,22100000000,357000000,22500000000,3900000000
1407,DISCO Corp.,Japan,2100000000,582300000,3700000000,39100000000
1408,Avery Dennison,United States,8500000000,554200000,8300000000,18200000000
1409,China Shipbuilding Industry,China,6900000000,-99400000,27400000000,16300000000
1410,BNK Financial Group,South Korea,6400000000,460700000,1.107E+11,2000000000
1411,Casey's General Stores,United States,14600000000,471000000,6200000000,12400000000
1412,Huntington Ingalls Industries,United States,11600000000,705000000,11200000000,10100000000
1413,Sandoz Group,Switzerland,9900000000,77000000,19400000000,15200000000
1414,Guangdong Haid Group,China,16100000000,445400000,6200000000,12000000000
1415,Lamb Weston Holdings,United States,6600000000,1100000000,7200000000,12500000000
1416,LG Display,South Korea,16800000000,-1700000000,26800000000,3800000000
1417,New World Development,Hong Kong,9300000000,73400000,60200000000,3200000000
1418,Zhuhai Huafa Properties,China,9000000000,229700000,63600000000,3100000000
1419,JDE Peet's,Netherlands,8900000000,396800000,25900000000,11800000000
1420,Rithm Capital,United States,4000000000,815000000,42100000000,5500000000
1421,Unibail-Rodamco-Westfield ,France,3300000000,-1800000000,59200000000,12000000000
1422,Shenwan Hongyuan Group,China,3300000000,559300000,86900000000,5200000000
1423,Invitation Homes,United States,2600000000,540900000,19200000000,21700000000
1424,Sumitomo Chemical,Japan,16900000000,-2200000000,26000000000,3400000000
1425,Toray Industries,Japan,17000000000,151400000,22900000000,8100000000
1426,Alliant Energy,United States,4000000000,698000000,21200000000,13300000000
1427,Transurban Group,Australia,2800000000,150700000,24800000000,25700000000
1428,China Communications Services,China,21000000000,507800000,17200000000,3400000000
1429,Sinotruk Hong Kong,China,12100000000,749200000,17200000000,7100000000
1430,Commercial Bank of Qatar ,Qatar,3400000000,751500000,45700000000,4600000000
1431,Hubei Biocause Pharmaceutical,China,11800000000,-80900000,39000000000,1700000000
1432,China International Marine,China,18600000000,44200000,23800000000,4600000000
1433,Secom,Japan,8000000000,705000000,13700000000,13500000000
1434,ASM International,Netherlands,2800000000,590700000,4900000000,34800000000
1435,Lundbergs,Sweden,2200000000,683400000,21400000000,13200000000
1436,Avnet,United States,24700000000,571300000,12300000000,4800000000
1437,Kao ,Japan,10700000000,384000000,11700000000,20800000000
1438,Concordia Financial Group,Japan,2500000000,462900000,1.611E+11,6700000000
1439,Globe Life,United States,5500000000,1000000000,28600000000,7900000000
1440,Siam Cement,Thailand,14100000000,335300000,25700000000,8300000000
1441,Deckers Outdoor,United States,4100000000,723800000,3300000000,22800000000
1442,Suntory Beverage & Food,Japan,11200000000,611400000,13100000000,11300000000
1443,WSP,Canada,10800000000,418400000,11700000000,19000000000
1444,Wharf Real Estate Investment,Hong Kong,1700000000,608800000,31400000000,10600000000
1445,BIM Birlesik Magazalar,Turkey,13800000000,648200000,5000000000,9000000000
1446,Lear,United States,23600000000,538500000,14900000000,7400000000
1447,SSAB,United States,10800000000,1100000000,10600000000,5700000000
1448,Korea Investment Holdings,South Korea,4100000000,565800000,72300000000,3000000000
1449,Hyundai Engineering,South Korea,24400000000,424700000,18100000000,2800000000
1450,Charoen Pokphand Group,Thailand,16500000000,-59500000,24800000000,4900000000
1451,Goodyear,United States,19700000000,-645000000,22000000000,3700000000
1452,Military Commercial Joint Stock Bank,Vietnam,3500000000,838200000,36300000000,4800000000
1453,Wintrust Financial,United States,3800000000,629700000,57600000000,6300000000
1454,Jones Lang LaSalle,United States,21200000000,300700000,15500000000,9800000000
1455,Carlisle Cos,United States,5000000000,773300000,6600000000,19900000000
1456,Snap-on,United States,5100000000,1000000000,7700000000,14700000000
1457,Fukuoka Financial Group,Japan,2800000000,423100000,2.157E+11,5200000000
1458,CBOE Global Markets,United States,3700000000,793200000,8200000000,19300000000
1459,Genmab,Denmark,2600000000,792900000,5300000000,19400000000
1460,Booz Allen Hamilton Holding,United States,10300000000,405900000,6500000000,19800000000
1461,Advanced Info Service,Thailand,5500000000,873700000,12500000000,17100000000
1462,BorgWarner,United States,15300000000,614000000,14100000000,8500000000
1463,New York Community Bancorp,United States,6700000000,-2400000000,1.129E+11,3000000000
1464,Old Republic International,United States,7500000000,715400000,21100000000,8800000000
1465,Hubbell,United States,5500000000,724000000,6900000000,21100000000
1466,Lotte Chemical,South Korea,15200000000,-192700000,26100000000,3700000000
1467,Moderna,United States,5100000000,-6000000000,16700000000,50900000000
1468,Colruyt,Belgium,10800000000,1100000000,7100000000,5600000000
1469,China Longyuan Power,China,5200000000,885300000,32800000000,7400000000
1470,Hyatt Hotels,United States,7200000000,684000000,11700000000,15100000000
1471,Bank of Qingdao,China,3600000000,521200000,86200000000,2000000000
1472,SGS,Switzerland,7400000000,615400000,8000000000,16800000000
1473,Cleveland-Cliffs,United States,21900000000,389000000,17200000000,8300000000
1474,Bath & Body Works,United States,7400000000,878000000,5500000000,11200000000
1475,Empire,Canada,22800000000,562500000,12400000000,6300000000
1476,Ultrapar Participacoes,Brazil,25500000000,528700000,7400000000,5300000000
1477,Vietnam Technological & Commercial Joint Stock Bank,Vietnam,3000000000,819200000,35700000000,6900000000
1478,Guangzhou Rural Commercial Bank,China,6100000000,377100000,1.854E+11,2600000000
1479,LG ,South Korea,5000000000,873500000,22700000000,9300000000
1480,Check Point Software,Israel,2400000000,840100000,5500000000,17100000000
1481,CIFI Holdings Group,China,10100000000,-1300000000,42500000000,721000000
1482,Bank of Guizhou,China,3500000000,518400000,81300000000,2800000000
1483,VeriSign,United States,1500000000,833000000,1700000000,17000000000
1484,Vertiv Holdings,United States,7000000000,404000000,7600000000,36200000000
1485,Ningxia Baofeng Energy Group,China,4200000000,820800000,10200000000,17200000000
1486,Stora Enso,Finland,9600000000,-499800000,21900000000,11800000000
1487,KPN,Netherlands,5900000000,913500000,13500000000,15000000000
1488,Shenzhen Inovance Technology,China,4500000000,670200000,7000000000,22500000000
1489,Chiba Bank,Japan,2000000000,431800000,1.409E+11,6100000000
1490,China Development Bank Financial Leasing,China,3700000000,585400000,57800000000,3600000000
1491,First Pacific,Hong Kong,10500000000,501400000,27400000000,2000000000
1492,Prada,Italy,5100000000,725400000,8400000000,19800000000
1493,Albemarle,United States,8400000000,337300000,19000000000,15400000000
1494,Cosmo Energy Holdings,Japan,18900000000,567500000,14600000000,4100000000
1495,Equifax,United States,5400000000,557800000,12300000000,30700000000
1496,AppLovin,United States,3600000000,594100000,5300000000,27100000000
1497,Knorr-Bremse,Germany,8700000000,597300000,9500000000,13000000000
1498,Grupo Bolivar,Colombia,8400000000,-8900000,52000000000,1400000000
1499,Brighthouse Financial,United States,2900000000,-1100000000,2.388E+11,2800000000
1500,Bank of East Asia,Hong Kong,5700000000,449900000,1.102E+11,3600000000
1501,Schaeffler,Germany,17600000000,446700000,18700000000,4600000000
1502,Japan Airlines,Japan,11400000000,660700000,17500000000,7600000000
1503,AECOM,United States,15300000000,-13800000,11500000000,12200000000
1504,Shionogi,Japan,3000000000,1100000000,9400000000,12500000000
1505,Unicharm,Japan,6600000000,604200000,7700000000,19200000000
1506,Taishin Financial Holdings,Taiwan,3600000000,462500000,1.001E+11,7300000000
1507,Bandai Namco Holdings,Japan,7300000000,701900000,6400000000,13200000000
1508,Geberit,Switzerland,3400000000,686600000,4200000000,20600000000
1509,Veeva Systems,United States,2400000000,525700000,5900000000,34000000000
1510,"Hangzhou Binjiang Real Estate Group Co., Ltd.",China,10100000000,366600000,39200000000,4400000000
1511,CrowdStrike,United States,3100000000,89300000,6600000000,84100000000
1512,"Sumitomo Forestry Co.,",Japan,12500000000,762800000,12700000000,7800000000
1513,Anhui Gujing Distillery,China,2600000000,709100000,5600000000,19500000000
1514,News Corp,United States,9900000000,208000000,16500000000,15000000000
1515,Banca Popolare di Sondrio,Italy,2900000000,555100000,61300000000,4000000000
1516,SS&C Technologies,United States,5600000000,638700000,17400000000,15800000000
1517,Ventas,United States,4600000000,-72800000,24700000000,19800000000
1518,Wheaton Precious Metals,Canada,1100000000,590700000,7200000000,25900000000
1519,CPFL Energia,Brazil,8100000000,1100000000,15100000000,7700000000
1520,MTN Group,South Africa,12000000000,221600000,23800000000,8600000000
1521,Skyworks Solutions,United States,4500000000,855200000,8300000000,15000000000
1522,Sime Darby,Malaysia,11900000000,819700000,12200000000,4200000000
1523,Group 1 Automotive,United States,18200000000,577000000,8500000000,4300000000
1524,Dr. Sulaiman Al-Habib Medical Services Group,Saudi Arabia,2600000000,561900000,4500000000,27700000000
1525,Nan Ya Plastics,Taiwan,8000000000,212700000,20400000000,13900000000
1526,PTT Global Chemical,Thailand,17900000000,8800000,20400000000,4700000000
1527,Sasol,South Africa,14900000000,206100000,23400000000,4700000000
1528,Genworth Financial,United States,7000000000,93000000,70900000000,2900000000
1529,Macy's,United States,23900000000,105000000,17400000000,5400000000
1530,Falabella,Chile,13100000000,198100000,24800000000,7800000000
1531,Fuyao Glass Industry Group,China,4700000000,795100000,8000000000,15800000000
1532,U-Haul Holding,United States,5700000000,637300000,19000000000,13500000000
1533,Tata Power Company,India,7400000000,446500000,16700000000,16700000000
1534,West Pharmaceutical Services,United States,2900000000,568700000,3600000000,25900000000
1535,World Fuel Services,United States,46200000000,57600000,7200000000,1500000000
1536,Goodman Group,Australia,1300000000,161200000,15700000000,43600000000
1537,United Therapeutics,United States,2500000000,1100000000,6500000000,12200000000
1538,Banca Transilvania,Romania,2900000000,685800000,38200000000,5200000000
1539,Qinghai Salt Lake Industry,China,2600000000,923500000,6500000000,13200000000
1540,Shengjing Bank,China,5700000000,105800000,1.523E+11,936000000
1541,Cadence Bank,United States,2500000000,582700000,48300000000,5400000000
1542,NAURA Technology GroupLtd,China,3300000000,618300000,7800000000,21400000000
1543,Wynn Resorts,United States,7000000000,861900000,13500000000,10800000000
1544,Brambles,Australia,6400000000,763800000,8800000000,13300000000
1545,Chesapeake Energy,United States,4700000000,1100000000,14000000000,12000000000
1546,Iveco Group,Italy,17500000000,248300000,19900000000,3400000000
1547,Mebuki Financial Group,Japan,1900000000,299900000,1.439E+11,3900000000
1548,Royalty Pharma,United States,2200000000,799500000,16100000000,12300000000
1549,Sonova Holding,Switzerland,4100000000,678300000,6400000000,19100000000
1550,Chailease Holding,Taiwan,3200000000,762300000,30100000000,7600000000
1551,Shanghai Commercial & Savings Bank,Taiwan,3000000000,468800000,75800000000,6900000000
1552,Bank OZK,United States,2400000000,696400000,36000000000,5600000000
1553,China Huarong Asset Management,China,5300000000,211900000,1.365E+11,3900000000
1554,Popular,United States,4000000000,485600000,70900000000,6600000000
1555,Fair Isaac,United States,1600000000,481000000,1700000000,34900000000
1556,Chang Hwa Bank,Taiwan,2800000000,425100000,94700000000,6200000000
1557,Zoom Video Communications,United States,4500000000,637500000,9900000000,19900000000
1558,InterContinental Hotels,United Kingdom,4600000000,751400000,4800000000,16100000000
1559,HMM,South Korea,6600000000,818600000,20400000000,8200000000
1560,Migdal Insurance,Israel,7500000000,114300000,53000000000,1300000000
1561,Shizuoka Financial Group,Japan,2300000000,399400000,1.067E+11,5600000000
1562,Titan (India),India,6200000000,421800000,3800000000,35800000000
1563,Waters,United States,2900000000,603500000,4500000000,21100000000
1564,Moncler SpA,Italy,3200000000,661600000,5500000000,18800000000
1565,Shenzhen Overseas,China,7600000000,-912200000,50400000000,3400000000
1566,Old National Bank,United States,2600000000,555700000,49500000000,5600000000
1567,Rajesh Exports,India,36900000000,88800000,2300000000,1100000000
1568,Snowflake,United States,2800000000,-836100000,8200000000,54100000000
1569,TMBThanachart Bank,Thailand,2800000000,553600000,49500000000,4700000000
1570,Whirlpool,United States,19300000000,400000000,17400000000,5000000000
1571,Watsco,United States,7300000000,476900000,4400000000,19200000000
1572,Hellenic Petroleum,Greece,14100000000,640200000,9000000000,2800000000
1573,Cullen/Frost Bankers,United States,2700000000,549900000,49500000000,6800000000
1574,Harbin Bank,China,4700000000,105900000,1.148E+11,465000000
1575,Alfa Laval,Sweden,6100000000,613700000,8000000000,18700000000
1576,FCC,Spain,9800000000,638900000,18500000000,6600000000
1577,Doosan,South Korea,14600000000,-261100000,21800000000,2100000000
1578,Emera,Canada,5000000000,513800000,29600000000,10500000000
1579,China Resources Beer (Holdings),Hong Kong,5500000000,741100000,10100000000,15400000000
1580,Commercial Bank Dubai,United Arab Emirates,2200000000,685500000,35100000000,5300000000
1581,JM Smucker,United States,8200000000,-101200000,20200000000,12200000000
1582,RPM International,United States,7300000000,556700000,6400000000,14600000000
1583,Pinnacle Financial Partners,United States,2800000000,548800000,48900000000,6400000000
1584,AviChina Industry & Technology,China,11900000000,347600000,26100000000,4000000000
1585,Virgin Money UK,United Kingdom,5000000000,235300000,1.12E+11,3500000000
1586,C.H. Robinson,United States,17400000000,303100000,5500000000,9800000000
1587,Hokuhoku Financial Group,Japan,1100000000,159400000,1.082E+11,1700000000
1588,NOV,United States,8800000000,986000000,11300000000,7500000000
1589,Unicaja Banco,Spain,3300000000,288300000,1.073E+11,3800000000
1590,Chandra Asri Petrochemical,Indonesia,2100000000,-75700000,5400000000,49300000000
1591,Stifel Financial,United States,5300000000,528600000,38300000000,8500000000
1592,Haitong Securities,China,5600000000,163900000,1.064E+11,6900000000
1593,Gen Digital,United States,3800000000,616000000,15800000000,15700000000
1594,Covestro,Germany,15300000000,-224400000,14800000000,9900000000
1595,Metro Group,Germany,33100000000,-43400000,12400000000,2000000000
1596,Inner Mongolia Baotou Steel,China,9700000000,40200000,21100000000,10100000000
